"Titre court","Titre complet","Numéro de l'amendement","Partie de l'amendement","Sort de l'amendement","Désignation de l'article","Délibération","Auteur","Cosignataire(s)","Instance","Etape du texte","URL Dossier législatif","URL Texte référence","URL Amendement","URL Amendement format XML"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 640 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF640","I","Rejeté","Après l'article 3","Première délibération","Sas Eva","  M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, Mme Belluco, M. Ben Cheikh, M. Biteau, M. Arnaud Bonnet, M. Nicolas Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, Mme Ozenne, M. Peytavie, Mme Pochon, M. Raux, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian, M. Tavernier, M. Thierry et Mme Voynet","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF640","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000640.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1014 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1014","I","Rejeté","Après l'article 3","Première délibération","Coquerel Éric","  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, M. Arnault, Mme Belouassa-Cherifi, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Cadalen, M. Caron, M. Carrière, Mme Cathala, M. Cernon, Mme Chikirou, M. Clouet, M. Coulomme, M. Delogu, M. Diouara, Mme Dufour, Mme Erodi, Mme Feld, M. Fernandes, Mme Ferrer, M. Gaillard, Mme Guetté, M. Guiraud, Mme Hamdane, Mme Hignet, M. Kerbrat, M. Lachaud, M. Lahmar, M. Laisney, M. Le Coq, M. Le Gall, Mme Leboucher, M. Legavre, Mme Legrain, Mme Lejeune, Mme Lepvraud, M. Léaument, Mme Élisa Martin, M. Maudet, Mme Maximi, Mme Mesmeur, Mme Manon Meunier, M. Nilor, Mme Nosbé, Mme Obono, Mme Oziol, Mme Panot, M. Pilato, M. Piquemal, M. Portes, M. Prud'homme, M. Ratenon, M. Saint-Martin, M. Saintoul, Mme Soudais, Mme Stambach-Terrenoir, M. Aurélien Taché, Mme Taurinya, M. Tavel, Mme Trouvé et M. Vannier","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1014","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001014.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1885 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1885","I","Rejeté","Après l'article 3","Première délibération","Maurel Emmanuel","  M. Tjibaou et M. Sansu","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1885","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001885.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1654 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1654","I","Adopté","Article 5","Première délibération","Dessigny Jocelyn","  M. Salmon, M. Jean-Philippe Tanguy, M. Allisio, Mme Roy, M. Renault, M. Mauvieux, Mme Marais-Beuil, M. Golliot, Mme Galzy, M. Fouquart, M. Dufosset, Mme Diaz, M. Lottiaux, M. Boulogne et M. Casterman","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1654","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001654.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1099 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1099","I","Non soutenu","Article 5","Première délibération","Minard Christelle","  Mme Bonnivard et Mme Corneloup","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1099","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001099.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 901 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF901","I","Rejeté","Article 5","Première délibération","Tanguy Jean-Philippe",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF901","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000901.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1516 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1516","I","Tombé","Article 5","Première délibération","Mattei Jean-Paul","  Mme Perrine Goulet, M. Mandon et Mme Mette","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1516","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001516.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 708 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF708","I","Adopté","Article 5","Première délibération","Cazeneuve Jean-René",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF708","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000708.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 603 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF603","I","Tombé","Article 5","Première délibération","Liger Thierry","  M. Le Fur et M. Ray","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF603","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000603.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 8 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","II-AE8","II","Non renseigné","Article 49","Première délibération","Pfeffer Kévin","  Mme Le Pen, M. Chenu, M. Guiniot, M. Bovet, Mme Robert-Dehault, Mme Lelouis, M. Rambaud, M. Jolly, Mme Alexandra Masson, M. de Fleurian, Mme Hamelet, M. Dragon, M. Buisson et M. Bigot","Affaires étrangères","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906C.asp#D_Etat_B","https://www.assemblee-nationale.fr/dyn/17/amendements/1906C/CION_AFETR/AE8","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59047B1906P2D1N000008.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1770 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1770","I","Adopté","Article 6","Première délibération","Wauquiez Laurent","  M. Berger, Mme Dalloz, M. Liger, M. Jean-Pierre Vigier, M. Barnier, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bourgeaux, M. Breton, M. Brigand, M. Ceccoli, Mme de Maistre, M. Descoeur, Mme Dezarnaud, M. Di Filippo, Mme Duby-Muller, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Lepers, M. Liégeon, Mme Alexandra Martin, Mme Frédérique Meunier, Mme Minard, M. Nury, M. Pauget, M. Portier, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot et M. Vermorel-Marques","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_6","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1770","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001770.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 88 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF88","I","Tombé","Article 6","Première délibération","Nadeau Marcellin","  M. Peu, M. Sansu, M. Maurel et Mme Lebon","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_6","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF88","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000088.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 251 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF251","I","Tombé","Article 6","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, M. Ray, Mme Petex, M. Fabrice Brun, M. Cordier, Mme Sylvie Bonnet et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_6","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF251","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000251.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1238 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1238","I","Non soutenu","Article 7","Première délibération","Metzdorf Nicolas",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_7","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1238","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001238.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 199 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF199","I","Tombé","Article 7","Première délibération","Mathiasin Max","  M. Castellani, Mme de Pélichy, Mme Sanquer, M. Serva et M. Taupiac","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_7","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF199","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000199.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1526 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1526","I","Tombé","Article 7","Première délibération","William Jiovanny","  M. Califer et M. Naillet","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_7","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1526","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001526.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1524 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1524","I","Tombé","Article 7","Première délibération","William Jiovanny","  M. Baptiste, Mme Bellay, M. Califer et M. Naillet","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_7","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1524","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001524.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 631 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF631","I","Non soutenu","Article 10","Première délibération","Liégeon Eric",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF631","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000631.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 168 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF168","I","Tombé","Article 10","Première délibération","Brulebois Danielle",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF168","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000168.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1125 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1125","I","Tombé","Article 10","Première délibération","Le Gac Didier","  M. Frébault et M. Bonnecarrère","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1125","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001125.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1289 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1289","I","Tombé","Article 10","Première délibération","Moulliere Jean",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1289","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001289.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 156 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF156","I","Non soutenu","Article 10","Première délibération","Ramos Richard",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF156","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000156.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 282 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF282","I","Non soutenu","Article 10","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, Mme Petex, M. Fabrice Brun, M. Cordier, Mme Sylvie Bonnet et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF282","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000282.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 472 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF472","I","Rejeté","Article 10","Première délibération","Pochon Marie","  M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Tavernier, Mme Belluco, M. Ben Cheikh, M. Biteau, M. Arnaud Bonnet, M. Nicolas Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, Mme Ozenne, M. Peytavie, M. Raux, Mme Regol, M. Thierry, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian, M. Roumégas et Mme Voynet","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_10","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF472","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000472.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 343 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF343","I","Non renseigné","Après l'article 12","Première délibération","Castellani Michel","  M. Bataille, Mme de Pélichy, M. Mathiasin, M. Mazaury, M. Molac, M. Castiglione et M. Taupiac","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF343","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000343.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 743 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF743","I","Non renseigné","Après l'article 12","Première délibération","Fournier Charles","  M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, Mme Voynet, Mme Belluco, M. Ben Cheikh, M. Biteau, M. Arnaud Bonnet, M. Nicolas Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, Mme Ozenne, M. Peytavie, Mme Pochon, M. Raux, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian, M. Tavernier et M. Thierry","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF743","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000743.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 19 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF19","I","Non renseigné","Après l'article 12","Première délibération","Pouzyreff Natalia","  M. Brosse, Mme Dubré-Chirat, M. Marion, Mme Melchior et Mme Spillebout","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF19","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000019.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 233 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF233","I","Non renseigné","Après l'article 12","Première délibération","Martin Patrice","  M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Barthès, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, Mme Bordes, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Delannoy, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, M. Lopez-Liguori, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, Mme Martinez, Mme Alexandra Masson, M. Bryan Masson, M. Mauvieux, M. Meizonnet, M. Meurin, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tonussi, M. Villedieu, M. Vos et M. Weber","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF233","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000233.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 813 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF813","I","Non renseigné","Après l'article 12","Première délibération","Coquerel Éric","  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, M. Arnault, Mme Belouassa-Cherifi, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Cadalen, M. Caron, M. Carrière, Mme Cathala, M. Cernon, Mme Chikirou, M. Clouet, M. Coulomme, M. Delogu, M. Diouara, Mme Dufour, Mme Erodi, Mme Feld, M. Fernandes, Mme Ferrer, M. Gaillard, Mme Guetté, M. Guiraud, Mme Hamdane, Mme Hignet, M. Kerbrat, M. Lachaud, M. Lahmar, M. Laisney, M. Le Coq, M. Le Gall, Mme Leboucher, M. Legavre, Mme Legrain, Mme Lejeune, Mme Lepvraud, M. Léaument, Mme Élisa Martin, M. Maudet, Mme Maximi, Mme Mesmeur, Mme Manon Meunier, M. Nilor, Mme Nosbé, Mme Obono, Mme Oziol, Mme Panot, M. Pilato, M. Piquemal, M. Portes, M. Prud'homme, M. Ratenon, M. Saint-Martin, M. Saintoul, Mme Soudais, Mme Stambach-Terrenoir, M. Aurélien Taché, Mme Taurinya, M. Tavel, Mme Trouvé et M. Vannier","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF813","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000813.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1253 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1253","I","Non renseigné","Après l'article 12","Première délibération","Ceccoli François-Xavier",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_12","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1253","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001253.xml"
